id,program_id,university_id,applicant_gpa_4_0,applicant_lang_test,applicant_lang_score,outcome,year,synthetic
517,49,9,3.31,IELTS,7.9,reject,2025,True
518,49,9,3.56,IELTS,7.9,admit,2023,True
519,49,9,3.04,IELTS,7.6,admit,2024,True
520,49,9,3.33,IELTS,5.9,reject,2023,True
521,49,9,3.46,IELTS,7.2,reject,2025,True
522,49,9,3.36,IELTS,6.1,admit,2023,True
523,50,9,2.96,IELTS,7.7,admit,2025,True
524,50,9,3.62,IELTS,6.5,admit,2025,True
525,50,9,3.47,IELTS,5.9,reject,2025,True
526,50,9,2.84,IELTS,7.5,reject,2024,True
527,50,9,2.92,IELTS,7.5,admit,2025,True
528,50,9,3.17,IELTS,8.0,reject,2024,True
529,50,9,3.41,IELTS,7.9,reject,2025,True
530,50,9,3.57,IELTS,7.1,admit,2024,True
531,51,9,4.0,IELTS,7.2,admit,2024,True
532,51,9,3.31,IELTS,7.2,admit,2024,True
533,51,9,3.03,IELTS,6.7,reject,2024,True
534,51,9,3.86,IELTS,7.6,admit,2024,True
535,51,9,3.84,IELTS,7.9,admit,2025,True
536,51,9,3.22,IELTS,6.5,admit,2024,True
537,51,9,2.97,IELTS,7.6,admit,2023,True
538,51,9,2.82,IELTS,7.6,admit,2024,True
539,52,9,3.37,TOPIK,3,admit,2023,True
540,52,9,3.39,TOPIK,4,admit,2024,True
541,52,9,3.2,TOPIK,4,reject,2023,True
542,52,9,4.0,TOPIK,3,admit,2024,True
543,52,9,3.91,TOPIK,4,admit,2025,True
544,52,9,3.17,TOPIK,5,reject,2024,True
545,52,9,2.96,TOPIK,5,admit,2023,True
546,52,9,3.56,TOPIK,6,admit,2023,True
547,52,9,2.79,TOPIK,4,admit,2024,True
548,52,9,3.58,TOPIK,3,admit,2025,True
549,52,9,3.45,TOPIK,6,admit,2025,True
550,52,9,3.39,TOPIK,5,admit,2023,True
551,52,9,3.66,TOPIK,5,admit,2024,True
552,53,9,3.29,IELTS,7.1,reject,2025,True
553,53,9,3.61,IELTS,5.8,reject,2025,True
554,53,9,3.33,IELTS,7.8,reject,2023,True
555,53,9,4.0,IELTS,7.6,admit,2023,True
556,53,9,3.54,IELTS,5.6,admit,2025,True
557,53,9,3.79,IELTS,7.3,admit,2023,True
558,53,9,3.44,IELTS,6.6,admit,2023,True
559,53,9,3.41,IELTS,6.7,admit,2025,True
560,53,9,3.23,IELTS,6.8,admit,2025,True
561,53,9,3.37,IELTS,7.9,admit,2023,True
562,53,9,3.6,IELTS,7.2,reject,2025,True
563,53,9,3.77,IELTS,5.9,reject,2023,True
564,53,9,3.75,IELTS,6.1,admit,2024,True
565,54,9,3.4,IELTS,6.9,reject,2025,True
566,54,9,3.91,IELTS,6.2,reject,2025,True
567,54,9,3.26,IELTS,7.4,admit,2024,True
568,54,9,3.08,IELTS,6.4,reject,2023,True
569,54,9,3.86,IELTS,6.7,admit,2024,True
570,54,9,3.66,IELTS,6.9,reject,2025,True
571,54,9,4.0,IELTS,6.1,reject,2023,True
572,54,9,3.17,IELTS,7.7,reject,2025,True
573,55,10,3.9,IELTS,7.4,admit,2024,True
574,55,10,3.34,IELTS,7.8,admit,2023,True
575,55,10,3.49,IELTS,6.5,reject,2024,True
576,55,10,4.0,IELTS,6.5,admit,2023,True
577,55,10,3.38,IELTS,7.9,admit,2024,True
578,55,10,3.04,IELTS,6.1,admit,2023,True
579,55,10,3.55,IELTS,6.5,reject,2025,True
580,55,10,2.58,IELTS,7.1,reject,2024,True
581,56,10,3.51,TOPIK,6,admit,2023,True
582,56,10,3.89,TOPIK,6,admit,2023,True
583,56,10,3.38,TOPIK,3,admit,2025,True
584,56,10,3.7,TOPIK,6,reject,2023,True
585,56,10,3.65,TOPIK,5,admit,2025,True
586,56,10,3.74,TOPIK,5,admit,2024,True
587,56,10,3.57,TOPIK,6,admit,2023,True
588,56,10,3.54,TOPIK,6,admit,2025,True
589,56,10,3.36,TOPIK,5,reject,2025,True
590,56,10,3.57,TOPIK,5,admit,2025,True
591,56,10,3.38,TOPIK,4,admit,2025,True
592,57,10,3.01,IELTS,6.5,admit,2024,True
593,57,10,3.43,IELTS,5.9,reject,2024,True
594,57,10,3.65,IELTS,6.7,admit,2024,True
595,57,10,3.98,IELTS,6.7,admit,2024,True
596,57,10,3.26,IELTS,5.8,reject,2024,True
597,57,10,3.21,IELTS,7.5,admit,2024,True
598,57,10,3.87,IELTS,6.6,reject,2023,True
599,57,10,3.64,IELTS,6.3,reject,2025,True
600,57,10,3.42,IELTS,6.7,admit,2024,True
601,57,10,3.73,IELTS,7.2,admit,2023,True
602,57,10,3.39,IELTS,7.5,admit,2024,True
603,57,10,3.59,IELTS,5.8,reject,2023,True
604,57,10,3.13,IELTS,8.0,admit,2023,True
605,58,10,3.82,IELTS,7.3,admit,2024,True
606,58,10,3.34,IELTS,7.6,admit,2024,True
607,58,10,3.36,IELTS,6.3,admit,2025,True
608,58,10,3.28,IELTS,7.3,reject,2025,True
609,58,10,3.0,IELTS,7.0,reject,2023,True
610,58,10,3.6,IELTS,6.5,admit,2024,True
611,58,10,3.26,IELTS,7.0,reject,2025,True
612,58,10,2.84,IELTS,7.4,reject,2024,True
613,59,10,3.59,IELTS,8.0,reject,2024,True
614,59,10,3.57,IELTS,7.9,admit,2024,True
615,59,10,3.78,IELTS,6.1,reject,2023,True
616,59,10,3.75,IELTS,7.0,admit,2024,True
617,59,10,3.38,IELTS,7.2,reject,2025,True
618,59,10,3.93,IELTS,6.4,admit,2025,True
619,59,10,3.43,IELTS,5.7,reject,2023,True
620,59,10,4.0,IELTS,5.9,reject,2024,True
621,59,10,3.74,IELTS,6.4,admit,2023,True
622,60,10,3.24,IELTS,6.6,admit,2025,True
623,60,10,3.71,IELTS,7.6,reject,2023,True
624,60,10,3.49,IELTS,7.5,reject,2023,True
625,60,10,3.66,IELTS,5.9,reject,2024,True
626,60,10,3.87,IELTS,6.1,admit,2025,True
627,60,10,3.85,IELTS,6.5,reject,2025,True
628,60,10,4.0,IELTS,6.6,admit,2025,True
629,60,10,3.58,IELTS,7.4,reject,2025,True
630,60,10,3.42,IELTS,6.9,reject,2023,True
631,60,10,3.77,IELTS,6.6,admit,2024,True
632,60,10,3.94,IELTS,6.8,admit,2023,True
633,60,10,3.38,IELTS,5.8,reject,2024,True
634,60,10,3.88,IELTS,7.0,reject,2023,True
635,61,11,3.7,IELTS,5.9,reject,2023,True
636,61,11,3.68,IELTS,5.8,reject,2025,True
637,61,11,3.02,IELTS,7.8,reject,2025,True
638,61,11,3.49,IELTS,6.9,admit,2025,True
639,61,11,3.71,IELTS,7.0,reject,2025,True
640,61,11,4.0,IELTS,6.7,admit,2024,True
641,61,11,3.85,IELTS,6.7,admit,2024,True
642,61,11,3.36,IELTS,7.3,admit,2025,True
643,61,11,3.53,IELTS,7.4,admit,2024,True
644,61,11,3.49,IELTS,6.1,admit,2024,True
645,62,11,3.42,IELTS,6.9,admit,2025,True
646,62,11,2.85,IELTS,6.2,reject,2024,True
647,62,11,2.88,IELTS,7.4,reject,2025,True
648,62,11,3.3,IELTS,8.0,admit,2023,True
649,62,11,3.45,IELTS,8.0,admit,2024,True
650,62,11,3.16,IELTS,7.7,admit,2025,True
651,62,11,3.49,IELTS,7.5,admit,2024,True
652,62,11,3.2,IELTS,7.7,reject,2024,True
653,62,11,3.55,IELTS,6.0,admit,2025,True
654,62,11,3.62,IELTS,6.9,admit,2023,True
655,62,11,3.15,IELTS,7.3,admit,2024,True
656,62,11,3.38,IELTS,7.9,admit,2023,True
657,63,11,4.0,TOPIK,6,reject,2024,True
658,63,11,3.96,TOPIK,4,admit,2025,True
659,63,11,3.45,TOPIK,4,reject,2023,True
660,63,11,4.0,TOPIK,6,admit,2023,True
661,63,11,3.12,TOPIK,6,admit,2023,True
662,63,11,3.09,TOPIK,3,admit,2023,True
663,63,11,3.31,TOPIK,5,admit,2024,True
664,63,11,4.0,TOPIK,5,admit,2023,True
665,63,11,4.0,TOPIK,5,reject,2023,True
666,63,11,3.97,TOPIK,6,admit,2024,True
667,63,11,3.64,TOPIK,5,reject,2024,True
668,63,11,3.09,TOPIK,4,reject,2024,True
669,63,11,3.63,TOPIK,3,admit,2023,True
670,63,11,2.73,TOPIK,6,admit,2025,True
671,64,11,2.4,IELTS,6.6,reject,2025,True
672,64,11,3.74,IELTS,7.7,admit,2024,True
673,64,11,3.73,IELTS,5.7,reject,2023,True
674,64,11,3.63,IELTS,5.9,reject,2024,True
675,64,11,3.36,IELTS,6.6,admit,2025,True
676,64,11,2.87,IELTS,5.5,reject,2025,True
677,64,11,3.1,IELTS,6.6,admit,2024,True
678,64,11,3.21,IELTS,7.5,reject,2024,True
679,64,11,3.31,IELTS,6.1,admit,2025,True
680,64,11,3.08,IELTS,5.8,reject,2024,True
681,64,11,3.84,IELTS,7.4,admit,2023,True
682,65,11,4.0,IELTS,5.7,reject,2023,True
683,65,11,3.43,IELTS,7.3,reject,2025,True
684,65,11,3.35,IELTS,7.8,reject,2024,True
685,65,11,3.74,IELTS,5.8,reject,2023,True
686,65,11,3.54,IELTS,7.3,admit,2024,True
687,65,11,3.57,IELTS,6.2,admit,2023,True
688,65,11,3.83,IELTS,7.0,reject,2024,True
689,65,11,3.75,IELTS,7.6,reject,2024,True
690,65,11,3.12,IELTS,6.0,reject,2025,True
691,66,11,3.26,IELTS,7.5,reject,2025,True
692,66,11,3.97,IELTS,6.7,admit,2024,True
693,66,11,3.56,IELTS,7.7,admit,2024,True
694,66,11,3.55,IELTS,7.8,admit,2023,True
695,66,11,3.26,IELTS,5.9,reject,2025,True
696,66,11,3.86,IELTS,5.5,admit,2024,True
697,66,11,3.82,IELTS,7.9,admit,2024,True
698,66,11,4.0,IELTS,7.1,admit,2024,True
699,66,11,3.34,IELTS,7.1,reject,2025,True
700,66,11,3.81,IELTS,6.2,admit,2023,True
701,66,11,4.0,IELTS,5.9,reject,2023,True
702,66,11,3.2,IELTS,7.1,reject,2023,True
703,66,11,3.46,IELTS,6.6,reject,2025,True
704,67,12,3.21,IELTS,5.6,reject,2023,True
705,67,12,3.44,IELTS,7.3,reject,2025,True
706,67,12,3.27,IELTS,6.7,admit,2023,True
707,67,12,3.57,IELTS,5.9,admit,2024,True
708,67,12,2.9,IELTS,7.3,admit,2025,True
709,67,12,3.26,IELTS,6.8,admit,2023,True
710,67,12,3.77,IELTS,7.1,admit,2023,True
711,67,12,3.19,IELTS,6.9,admit,2024,True
712,67,12,3.77,IELTS,7.4,reject,2023,True
713,67,12,3.41,IELTS,6.8,admit,2025,True
714,67,12,3.2,IELTS,6.1,admit,2024,True
715,67,12,3.64,IELTS,7.9,admit,2023,True
716,68,12,3.34,IELTS,7.1,admit,2025,True
717,68,12,2.97,IELTS,6.2,admit,2024,True
718,68,12,3.73,IELTS,5.8,reject,2025,True
719,68,12,3.72,IELTS,8.0,reject,2025,True
720,68,12,4.0,IELTS,7.7,reject,2024,True
721,68,12,3.24,IELTS,5.5,reject,2023,True
722,68,12,3.84,IELTS,7.5,admit,2025,True
723,68,12,2.99,IELTS,6.7,reject,2025,True
724,68,12,3.56,IELTS,7.3,admit,2025,True
725,68,12,3.93,IELTS,5.6,reject,2023,True
726,68,12,4.0,IELTS,7.6,reject,2024,True
727,68,12,3.96,IELTS,7.6,admit,2025,True
728,68,12,3.45,IELTS,6.0,reject,2024,True
729,69,12,4.0,TOPIK,4,admit,2025,True
730,69,12,3.22,TOPIK,3,reject,2023,True
731,69,12,2.81,TOPIK,6,reject,2025,True
732,69,12,3.84,TOPIK,3,admit,2023,True
733,69,12,3.51,TOPIK,3,admit,2025,True
734,69,12,3.33,TOPIK,4,admit,2024,True
735,69,12,3.76,TOPIK,5,admit,2024,True
736,69,12,3.29,TOPIK,4,admit,2025,True
737,69,12,3.84,TOPIK,3,admit,2025,True
738,69,12,3.9,TOPIK,6,admit,2024,True
739,69,12,3.69,TOPIK,4,admit,2024,True
740,70,12,3.68,IELTS,7.6,admit,2023,True
741,70,12,3.27,IELTS,7.0,admit,2024,True
742,70,12,3.97,IELTS,5.9,reject,2024,True
743,70,12,3.36,IELTS,6.2,reject,2025,True
744,70,12,3.52,IELTS,5.6,reject,2024,True
745,70,12,3.03,IELTS,5.7,admit,2025,True
746,70,12,3.3,IELTS,5.8,admit,2025,True
747,70,12,3.89,IELTS,6.4,admit,2023,True
748,70,12,3.93,IELTS,5.7,reject,2025,True
749,70,12,3.58,IELTS,7.8,admit,2025,True
750,71,12,3.67,IELTS,7.8,reject,2024,True
751,71,12,4.0,IELTS,5.6,reject,2024,True
752,71,12,4.0,IELTS,7.6,admit,2025,True
753,71,12,3.38,IELTS,6.4,reject,2024,True
754,71,12,3.9,IELTS,6.2,reject,2025,True
755,71,12,3.28,IELTS,7.1,reject,2023,True
756,71,12,3.33,IELTS,6.7,admit,2024,True
757,71,12,3.8,IELTS,7.7,admit,2023,True
758,72,12,3.83,IELTS,6.9,admit,2024,True
759,72,12,3.72,IELTS,6.9,admit,2023,True
760,72,12,3.33,IELTS,6.8,admit,2025,True
761,72,12,4.0,IELTS,5.6,reject,2024,True
762,72,12,3.73,IELTS,5.6,reject,2023,True
763,72,12,3.36,IELTS,6.1,admit,2025,True
764,72,12,4.0,IELTS,7.1,admit,2023,True
765,72,12,4.0,IELTS,6.0,reject,2024,True
766,72,12,4.0,IELTS,6.4,reject,2025,True
767,72,12,3.86,IELTS,7.5,reject,2023,True
768,72,12,4.0,IELTS,5.6,reject,2023,True
769,72,12,3.24,IELTS,6.0,reject,2024,True
770,72,12,3.47,IELTS,6.9,admit,2025,True
771,72,12,3.86,IELTS,6.0,admit,2025,True
772,73,13,3.59,IELTS,5.6,reject,2025,True
773,73,13,3.55,IELTS,7.7,reject,2024,True
774,73,13,2.78,IELTS,7.3,reject,2023,True
775,73,13,3.69,IELTS,5.8,admit,2024,True
776,73,13,3.63,IELTS,7.5,reject,2023,True
777,73,13,3.22,IELTS,6.9,reject,2023,True
778,73,13,3.95,IELTS,7.5,admit,2023,True
779,73,13,3.58,IELTS,7.3,admit,2025,True
780,74,13,3.14,IELTS,5.5,reject,2023,True
781,74,13,2.58,IELTS,7.9,admit,2023,True
782,74,13,4.0,IELTS,6.3,reject,2023,True
783,74,13,3.53,IELTS,7.8,admit,2023,True
784,74,13,3.89,IELTS,5.7,reject,2024,True
785,74,13,3.81,IELTS,5.7,reject,2023,True
786,74,13,4.0,IELTS,7.3,admit,2025,True
787,74,13,3.42,IELTS,5.7,reject,2025,True
788,74,13,3.71,IELTS,7.3,admit,2024,True
789,74,13,3.35,IELTS,7.7,admit,2024,True
790,74,13,2.53,IELTS,6.4,reject,2024,True
791,74,13,3.56,IELTS,7.4,admit,2024,True
792,74,13,3.0,IELTS,5.7,reject,2024,True
793,75,13,3.09,IELTS,5.7,reject,2024,True
794,75,13,4.0,IELTS,5.9,admit,2025,True
795,75,13,2.92,IELTS,7.7,reject,2024,True
796,75,13,4.0,IELTS,7.9,admit,2024,True
797,75,13,3.54,IELTS,6.0,admit,2023,True
798,75,13,3.58,IELTS,6.9,reject,2023,True
799,75,13,3.42,IELTS,6.1,admit,2023,True
800,75,13,3.73,IELTS,6.9,admit,2025,True
801,76,13,3.6,IELTS,7.6,admit,2024,True
802,76,13,3.45,IELTS,6.0,admit,2025,True
803,76,13,2.83,IELTS,6.7,admit,2024,True
804,76,13,2.72,IELTS,6.7,reject,2024,True
805,76,13,3.82,IELTS,6.0,reject,2024,True
806,76,13,3.69,IELTS,6.0,admit,2024,True
807,76,13,3.21,IELTS,6.2,admit,2023,True
808,76,13,3.5,IELTS,7.2,admit,2024,True
809,76,13,3.58,IELTS,7.4,admit,2025,True
810,76,13,3.11,IELTS,7.6,reject,2024,True
811,77,13,3.33,IELTS,6.9,admit,2024,True
812,77,13,2.89,IELTS,5.7,reject,2023,True
813,77,13,4.0,IELTS,6.8,admit,2023,True
814,77,13,3.75,IELTS,5.9,reject,2024,True
815,77,13,4.0,IELTS,7.9,reject,2025,True
816,77,13,4.0,IELTS,5.6,admit,2023,True
817,77,13,2.55,IELTS,7.1,reject,2024,True
818,77,13,4.0,IELTS,6.3,admit,2025,True
819,77,13,4.0,IELTS,6.9,reject,2023,True
820,77,13,3.88,IELTS,6.6,reject,2023,True
821,77,13,3.35,IELTS,6.5,admit,2025,True
822,77,13,3.35,IELTS,6.9,reject,2025,True
823,78,13,3.5,IELTS,6.2,admit,2024,True
824,78,13,3.59,IELTS,7.7,admit,2023,True
825,78,13,3.17,IELTS,5.6,reject,2025,True
826,78,13,3.69,IELTS,7.0,reject,2024,True
827,78,13,4.0,IELTS,6.3,admit,2023,True
828,78,13,3.83,IELTS,6.7,admit,2024,True
829,78,13,4.0,IELTS,6.3,admit,2024,True
830,78,13,3.73,IELTS,7.6,reject,2025,True
831,79,14,2.71,IELTS,6.0,admit,2024,True
832,79,14,3.4,IELTS,7.4,admit,2024,True
833,79,14,3.33,IELTS,5.9,admit,2023,True
834,79,14,2.77,IELTS,6.5,reject,2023,True
835,79,14,3.21,IELTS,6.0,reject,2025,True
836,79,14,3.09,IELTS,6.1,admit,2024,True
837,79,14,3.07,IELTS,7.6,admit,2023,True
838,79,14,2.88,IELTS,7.8,admit,2025,True
839,79,14,2.82,IELTS,5.9,reject,2023,True
840,79,14,3.49,IELTS,6.9,admit,2024,True
841,79,14,3.15,IELTS,6.2,admit,2025,True
842,79,14,2.62,IELTS,7.6,reject,2025,True
843,79,14,3.47,IELTS,7.2,admit,2024,True
844,80,14,2.75,IELTS,5.6,reject,2023,True
845,80,14,3.92,IELTS,7.1,admit,2025,True
846,80,14,3.19,IELTS,6.1,admit,2024,True
847,80,14,3.02,IELTS,6.2,reject,2024,True
848,80,14,2.61,IELTS,6.6,admit,2024,True
849,80,14,2.86,IELTS,6.5,admit,2023,True
850,80,14,2.56,IELTS,8.0,reject,2024,True
851,80,14,2.71,IELTS,6.2,reject,2024,True
852,80,14,2.97,IELTS,5.7,reject,2023,True
853,80,14,3.02,IELTS,7.1,reject,2023,True
854,80,14,3.4,IELTS,6.2,admit,2025,True
855,80,14,3.66,IELTS,7.5,admit,2023,True
856,81,14,2.78,IELTS,7.2,reject,2023,True
857,81,14,2.86,IELTS,7.8,admit,2023,True
858,81,14,3.15,IELTS,5.6,admit,2023,True
859,81,14,3.28,IELTS,7.3,admit,2023,True
860,81,14,2.86,IELTS,7.5,reject,2023,True
861,81,14,2.96,IELTS,5.9,admit,2023,True
862,81,14,3.38,IELTS,6.0,admit,2025,True
863,81,14,3.12,IELTS,6.9,reject,2023,True
864,81,14,2.59,IELTS,7.7,reject,2025,True
865,81,14,2.79,IELTS,6.3,reject,2024,True
866,82,14,3.81,IELTS,6.2,admit,2025,True
867,82,14,2.66,IELTS,7.0,reject,2025,True
868,82,14,3.48,IELTS,6.7,admit,2025,True
869,82,14,3.58,IELTS,6.2,admit,2025,True
870,82,14,3.1,IELTS,5.8,admit,2024,True
871,82,14,4.0,IELTS,8.0,admit,2023,True
872,82,14,3.29,IELTS,6.0,admit,2024,True
873,82,14,3.2,IELTS,7.1,admit,2024,True
874,82,14,3.19,IELTS,6.0,reject,2023,True
875,82,14,3.39,IELTS,7.4,admit,2023,True
876,83,14,2.95,IELTS,7.1,admit,2024,True
877,83,14,3.28,IELTS,6.0,admit,2025,True
878,83,14,3.41,IELTS,7.7,admit,2023,True
879,83,14,3.54,IELTS,7.1,admit,2023,True
880,83,14,3.84,IELTS,7.7,admit,2025,True
881,83,14,3.0,IELTS,5.9,reject,2024,True
882,83,14,3.66,IELTS,7.9,admit,2023,True
883,83,14,3.09,IELTS,7.7,reject,2024,True
884,83,14,3.17,IELTS,8.0,admit,2025,True
885,83,14,3.74,IELTS,7.5,admit,2025,True
886,83,14,4.0,IELTS,7.3,admit,2023,True
887,84,15,3.52,IELTS,7.0,admit,2025,True
888,84,15,2.97,IELTS,7.1,admit,2023,True
889,84,15,3.73,IELTS,5.8,reject,2023,True
890,84,15,3.7,IELTS,5.9,reject,2023,True
891,84,15,3.82,IELTS,5.8,reject,2023,True
892,84,15,3.47,IELTS,7.0,admit,2025,True
893,84,15,2.97,IELTS,6.2,reject,2024,True
894,84,15,3.41,IELTS,6.0,admit,2024,True
895,84,15,3.91,IELTS,6.4,admit,2025,True
896,84,15,2.63,IELTS,5.6,reject,2025,True
897,85,15,3.74,IELTS,5.5,reject,2025,True
898,85,15,3.32,IELTS,7.6,reject,2025,True
899,85,15,4.0,IELTS,5.7,reject,2024,True
900,85,15,3.26,IELTS,7.1,admit,2024,True
901,85,15,3.44,IELTS,7.5,reject,2024,True
902,85,15,3.56,IELTS,6.4,reject,2024,True
903,85,15,3.44,IELTS,7.4,admit,2025,True
904,85,15,3.29,IELTS,7.2,admit,2024,True
905,85,15,4.0,IELTS,6.2,admit,2024,True
906,85,15,2.91,IELTS,7.5,admit,2024,True
907,85,15,3.14,IELTS,7.6,reject,2024,True
908,85,15,3.68,IELTS,7.5,admit,2025,True
909,85,15,3.86,IELTS,5.6,reject,2025,True
910,86,15,3.8,TOPIK,6,reject,2024,True
911,86,15,3.62,TOPIK,4,admit,2024,True
912,86,15,2.95,TOPIK,3,reject,2023,True
913,86,15,3.63,TOPIK,6,admit,2024,True
914,86,15,3.42,TOPIK,6,admit,2024,True
915,86,15,3.42,TOPIK,4,reject,2023,True
916,86,15,3.4,TOPIK,5,admit,2023,True
917,86,15,3.4,TOPIK,4,admit,2023,True
918,87,15,3.3,IELTS,7.1,admit,2023,True
919,87,15,3.83,IELTS,5.5,reject,2023,True
920,87,15,3.15,IELTS,7.6,reject,2025,True
921,87,15,3.81,IELTS,6.1,reject,2025,True
922,87,15,3.63,IELTS,6.8,admit,2024,True
923,87,15,3.24,IELTS,6.6,reject,2024,True
924,87,15,3.6,IELTS,5.7,reject,2024,True
925,87,15,3.75,IELTS,7.1,admit,2024,True
926,87,15,3.73,IELTS,5.6,reject,2025,True
927,87,15,3.68,IELTS,7.1,reject,2023,True
928,87,15,2.58,IELTS,6.0,reject,2024,True
929,87,15,3.37,IELTS,6.1,admit,2023,True
930,87,15,3.54,IELTS,7.4,admit,2023,True
931,88,15,3.4,IELTS,5.7,reject,2025,True
932,88,15,3.94,IELTS,6.4,reject,2024,True
933,88,15,3.33,IELTS,5.8,reject,2024,True
934,88,15,3.55,IELTS,5.9,reject,2023,True
935,88,15,3.42,IELTS,6.0,admit,2024,True
936,88,15,3.79,IELTS,6.0,reject,2025,True
937,88,15,3.62,IELTS,6.5,reject,2023,True
938,88,15,3.49,IELTS,7.0,reject,2024,True
939,88,15,3.2,IELTS,6.8,reject,2025,True
940,88,15,3.77,IELTS,6.8,admit,2024,True
941,88,15,3.86,IELTS,6.8,reject,2025,True
942,88,15,3.31,IELTS,7.2,admit,2025,True
943,88,15,4.0,IELTS,7.0,admit,2024,True
944,89,15,3.96,IELTS,7.9,reject,2025,True
945,89,15,3.52,IELTS,7.9,admit,2025,True
946,89,15,4.0,IELTS,5.8,reject,2023,True
947,89,15,2.98,IELTS,6.9,admit,2023,True
948,89,15,3.6,IELTS,7.8,reject,2025,True
949,89,15,3.79,IELTS,7.2,reject,2025,True
950,89,15,4.0,IELTS,8.0,admit,2025,True
951,89,15,3.11,IELTS,6.3,admit,2024,True
952,89,15,3.64,IELTS,6.9,admit,2023,True
953,89,15,3.52,IELTS,7.7,admit,2024,True
954,89,15,3.14,IELTS,7.5,reject,2025,True
955,90,16,3.15,IELTS,6.2,admit,2025,True
956,90,16,2.94,IELTS,7.2,admit,2023,True
957,90,16,3.78,IELTS,5.8,admit,2023,True
958,90,16,3.28,IELTS,6.9,admit,2023,True
959,90,16,2.91,IELTS,7.5,reject,2024,True
960,90,16,3.05,IELTS,7.2,admit,2024,True
961,90,16,2.48,IELTS,7.9,admit,2023,True
962,90,16,3.72,IELTS,5.6,admit,2025,True
963,90,16,2.71,IELTS,7.7,reject,2023,True
964,90,16,2.73,IELTS,7.3,reject,2023,True
965,91,16,3.13,IELTS,7.3,admit,2024,True
966,91,16,2.92,IELTS,5.9,admit,2025,True
967,91,16,3.7,IELTS,5.8,admit,2024,True
968,91,16,3.02,IELTS,6.9,admit,2023,True
969,91,16,3.17,IELTS,6.7,reject,2025,True
970,91,16,3.12,IELTS,5.9,admit,2025,True
971,91,16,3.22,IELTS,7.6,admit,2023,True
972,91,16,2.66,IELTS,6.9,admit,2023,True
973,91,16,3.05,IELTS,6.0,admit,2023,True
974,91,16,3.37,IELTS,5.9,admit,2024,True
975,91,16,3.36,IELTS,6.0,admit,2024,True
976,91,16,3.29,IELTS,6.2,reject,2023,True
977,92,16,2.71,IELTS,7.4,reject,2025,True
978,92,16,3.22,IELTS,7.2,admit,2023,True
979,92,16,2.78,IELTS,7.9,reject,2024,True
980,92,16,2.83,IELTS,6.5,reject,2025,True
981,92,16,2.82,IELTS,6.2,reject,2024,True
982,92,16,3.44,IELTS,6.8,admit,2024,True
983,92,16,3.87,IELTS,6.0,admit,2025,True
984,92,16,3.35,IELTS,5.9,reject,2023,True
985,92,16,2.67,IELTS,6.0,reject,2025,True
986,92,16,3.05,IELTS,7.7,admit,2025,True
987,92,16,3.33,IELTS,7.7,admit,2024,True
988,92,16,3.78,IELTS,7.1,admit,2023,True
989,93,16,3.57,IELTS,6.3,admit,2025,True
990,93,16,3.67,IELTS,5.9,admit,2025,True
991,93,16,3.13,IELTS,6.1,admit,2023,True
992,93,16,3.24,IELTS,6.5,admit,2024,True
993,93,16,3.15,IELTS,7.1,admit,2023,True
994,93,16,2.97,IELTS,7.0,reject,2025,True
995,93,16,3.09,IELTS,6.2,admit,2023,True
996,93,16,3.67,IELTS,5.7,admit,2024,True
997,93,16,2.87,IELTS,5.6,admit,2025,True
998,93,16,3.79,IELTS,5.8,admit,2023,True
999,93,16,3.21,IELTS,6.2,reject,2023,True
1000,93,16,3.83,IELTS,7.1,reject,2025,True
1001,93,16,2.93,IELTS,5.8,admit,2023,True
1002,94,16,3.2,IELTS,6.8,reject,2024,True
1003,94,16,3.49,IELTS,7.3,admit,2023,True
1004,94,16,3.91,IELTS,7.6,admit,2025,True
1005,94,16,3.47,IELTS,6.0,admit,2023,True
1006,94,16,4.0,IELTS,7.6,admit,2023,True
1007,94,16,2.92,IELTS,6.2,admit,2025,True
1008,94,16,3.46,IELTS,6.0,admit,2024,True
1009,94,16,3.02,IELTS,6.1,admit,2025,True
1010,94,16,3.76,IELTS,7.8,admit,2024,True
1011,94,16,3.11,IELTS,7.2,admit,2023,True
1012,94,16,3.8,IELTS,6.4,admit,2024,True
1013,95,17,2.97,IELTS,6.4,admit,2024,True
1014,95,17,2.93,IELTS,7.7,admit,2024,True
1015,95,17,3.21,IELTS,5.8,admit,2025,True
1016,95,17,2.75,IELTS,7.6,reject,2025,True
1017,95,17,3.33,IELTS,7.3,admit,2023,True
1018,95,17,3.0,IELTS,5.7,admit,2023,True
1019,95,17,2.72,IELTS,6.9,reject,2025,True
1020,95,17,2.68,IELTS,7.8,admit,2023,True
1021,95,17,3.49,IELTS,7.1,admit,2024,True
1022,95,17,2.88,IELTS,6.1,reject,2023,True
1023,95,17,3.27,IELTS,6.8,admit,2024,True
1024,95,17,3.0,IELTS,6.8,admit,2023,True
1025,95,17,2.91,IELTS,5.9,admit,2023,True
1026,96,17,2.61,IELTS,7.1,reject,2023,True
1027,96,17,3.06,IELTS,5.6,reject,2025,True
1028,96,17,2.33,IELTS,5.7,admit,2025,True
1029,96,17,2.94,IELTS,7.5,admit,2024,True
1030,96,17,2.78,IELTS,7.7,admit,2023,True
1031,96,17,2.9,IELTS,6.8,reject,2023,True
1032,96,17,3.64,IELTS,6.2,admit,2025,True
1033,96,17,2.91,IELTS,7.0,reject,2025,True
